Name,Suburb,Postcode,School Level
Pulteney Grammar School Early Learning Centre,Adelaide,5000,Private CCCs
Lucky Stars Early Learning Centre - Virginia Grove,Virginia,5120,Private CCCs
Encounter Lutheran Early Learning Centre,Victor Harbor,5211,Private CCCs
St Peter's Girls Early Learning Centre,Stonyfell,5066,Private CCCs
Sunrise Christian School Whyalla ELC,Whyalla Norrie,5608,Other Grant Funded Preschools
Stepping Stone Munno Para West Childcare & EDC,Munno Para West,5115,Private CCCs
Marion Bay Playcentre,Marion Bay,5575,Playcentres
Barossa Valley Community Kids,Tanunda,5352,Other Private CCCs
Sunrise Christian School Morphett Vale ELC,Morphett Vale,5162,Private CCCs
Stepping Stone Blakeview Childcare & EDC,Blakeview,5114,Private CCCs
Stepping Stone Lockleys Child Care & EDC,Lockleys,5032,Private CCCs
Casa Bambini Seacliff,Seacliff,5049,Private CCCs
Agnes Goode Kindergarten Inc,Stepney,5069,Children's Services Centres
Aldgate Kindergarten Inc,Aldgate,5154,Children's Services Centres
Athelstone Preschool,Athelstone,5076,Children's Services Centres
Banksia Park Kindergarten,Banksia Park,5091,Children's Services Centres
Bridgewater Kindergarten Inc,Bridgewater,5155,Children's Services Centres
Bertram Hawker Kindergarten,Myrtle Bank,5064,Children's Services Centres
Blackwood Kindergarten,Blackwood,5051,Children's Services Centres
il nido Children's Centre,Paradise,5075,Children's Centres
Wattle Park Kindergarten,Wattle Park,5066,Children's Services Centres
Clarence Gardens Kindergarten,Clarence Gardens,5039,Children's Services Centres
Dernancourt Kindergarten,Highbury,5089,Children's Services Centres
Uraidla and Hills Community Kindergarten,Uraidla,5142,Children's Services Centres
Fairview Park Kindergarten,Fairview Park,5126,Children's Services Centres
Clarence Park Community Kindergarten,Clarence Park,5034,Children's Services Centres
Grove Kindergarten,Eastwood,5063,Children's Services Centres
Torrens Valley Children's Centre,Gumeracha,5233,Integrated Rural Preschools/CCC
Hackney Kindergarten,College Park,5069,Children's Services Centres
Highbury Preschool,Highbury,5089,Children's Services Centres
Holden Hill Kindergarten,Holden Hill,5088,Children's Services Centres
J B Cleland Kindergarten Inc,St Georges,5064,Children's Services Centres
Kathleen Mellor Preschool Kindergarten,Tea Tree Gully,5091,Children's Services Centres
Kensington Gardens Preschool,Kensington Gardens,5068,Children's Services Centres
St Thomas' Preschool,Goodwood,5034,Catholic Ed Preschools
Paradise Kindergarten,Paradise,5075,Children's Services Centres
Lobethal Community Kindergarten,Lobethal,5241,Children's Services Centres
Keithcot Farm Children's Centre,Wynn Vale,5127,Children's Centres
McKellar Stewart Kindergarten,Kensington,5068,Children's Services Centres
Modbury Kindergarten,Modbury North,5092,Children's Services Centres
Modbury North Kindergarten,Modbury North,5092,Children's Services Centres
Mount Barker Kindergarten Inc,Mount Barker,5251,Children's Services Centres
Mount Pleasant & District Kindergarten,Mount Pleasant,5235,Children's Services Centres
Cumberland Preschool Kindergarten Inc,Cumberland Park,5041,Children's Services Centres
Eden Hills Kindergarten,Eden Hills,5050,Children's Services Centres
Magill Kindergarten,Magill,5072,Children's Services Centres
Newland Park Kindergarten,Erindale,5066,Children's Services Centres
Oakbank Kindergarten,Oakbank,5243,Children's Services Centres
Rose Park Preschool,Rose Park,5067,Children's Services Centres
Rostrevor Kindergarten,Rostrevor,5073,Children's Services Centres
St Joseph's Memorial Preschool - Norwood,Kensington,5068,Catholic Ed Preschools
St Joseph's Preschool - Hectorville,Hectorville,5073,Catholic Ed Preschools
St Joseph's Preschool - Payneham,Payneham,5070,Catholic Ed Preschools
Stirling District Kindergarten,Stirling,5152,Children's Services Centres
Surrey Downs Kindergarten,Surrey Downs,5126,Children's Services Centres
Hawthorndene Kindergarten,Hawthorndene,5051,Children's Services Centres
Belair Jean Bonython Kindergarten,Glenalta,5052,Children's Services Centres
Stirling East Kindergarten,Stirling,5152,Children's Services Centres
Ardtornish Children's Centre,St Agnes,5097,Children's Centres
Margaret Ives Community Children's Centre,Norwood,5067,Integrated Licensed Preschools
Thorndon Park Kindergarten,Athelstone,5076,Children's Services Centres
Vale Park Pre-school,Vale Park,5081,Children's Services Centres
Willow Close Preschool Centre,Mount Barker,5251,Children's Services Centres
Woodside Preschool Playcentre,Woodside,5244,Children's Services Centres
Meadows & Districts Kindergarten,Meadows,5201,Children's Services Centres
Wynn Vale Community House Kindergarten,Wynn Vale,5127,Children's Services Centres
Mitcham Preschool Centre,Hawthorn,5062,Children's Services Centres
Mitcham Village Kindergarten,Mitcham,5062,Children's Services Centres
Netherby Kindergarten,Urrbrae,5064,Children's Services Centres
Pasadena Kindergarten,Pasadena,5042,Children's Services Centres
St James' Park Kindergarten,Panorama,5041,Children's Services Centres
St John's Grammar Preschool,Belair,5052,Affiliate Preschools
The Lady George Kindergarten,Highgate,5063,Children's Services Centres
Margaret Lohmeyer Kindergarten,Daw Park,5041,Children's Services Centres
Unley Kindergarten,Unley,5061,Children's Services Centres
Golden Grove Kindergarten,Golden Grove,5125,Children's Services Centres
Greenwith Kindergarten,Greenwith,5125,Children's Services Centres
Home Care Plus,Marden,5070,Baby Sitting Agencies- Not public
Adelaide Eastern Community Childcare Centre Inc,Rose Park,5067,Community Managed CCCs
Hope Valley Child Care Centre,Hope Valley,5090,Private CCCs
Flinders University Sturt Campus CCC,Bedford Park,5042,Community Managed CCCs
Goodstart Early Learning - Belair,Belair,5052,Private CCCs
Community CCC at Flinders Medical Centre,Bedford Park,5042,Community Managed CCCs
Goodstart Early Learning - Hope Valley,Hope Valley,5090,Private CCCs
The Ranges Early Learning & Care Centre - Stirling,Stirling,5152,Private CCCs
Mount Barker Community Child Care Centre,Mount Barker,5251,Community Managed CCCs
St Peters Child Care Centre,Stepney,5069,Other Community Managed CCCs
Victoria Park Child Care Centre,Rose Park,5067,Private CCCs
Wendy's Early Learning Centre,Rose Park,5067,Private CCCs
Hawthorn Child Care Centre,Hawthorn,5062,Private CCCs
Modbury Community Children's Centre Inc,Modbury,5092,Community Managed CCCs
Goodwood Community Child Care Centre,Goodwood,5034,Community Managed CCCs
Golden Grove Homestead Community Children's Centre,Golden Grove,5125,Community Managed CCCs
Mount Barker Family House Inc Occasional Care,Mount Barker,5251,Community Managed CCCs
Campbelltown Community Children's Ctr Child Care,Newton,5074,Community Managed CCCs
Goodstart Early Learning - Marleston,Marleston,5033,Private CCCs
Faith Montessori Centre,Royal Park,5014,Private CCCs
Where We Grow Early Learning,Prospect,5082,Private CCCs
Montessori Children's Centre - McLaren Vale,McLaren Vale,5171,Private CCCs
Kindy Patch Redwood Park,Redwood Park,5097,Private CCCs
Unley Community Childcare Centre,Unley,5061,Community Managed CCCs
Tilbrook Child Care Centre Inc,Goodwood,5034,Community Managed CCCs
Unley Mothercraft Nursery and Kindergarten,Unley,5061,Private CCCs
Wanslea Child Care Centre Anglicare SA,Kingswood,5062,Other Community Managed CCCs
Little Shining Stars Child Care Centre,Wayville,5034,Private CCCs
Conyngham Street Community Children's Centre,Glenside,5065,Community Managed CCCs
Lurra Community Children's Centre,Modbury,5092,Community Managed CCCs
Hyde Park Nursery School and Early Learning Centre,Malvern,5061,Private CCCs
Goodstart Early Learning - Payneham,Felixstow,5070,Private CCCs
Community Kids Ashford Early Education Centre,Everard Park,5035,Private CCCs
Community Kids Mount Gambier Early Education Ctr,Mount Gambier,5290,Private CCCs
Stirling Community Early Learning Centre,Stirling,5152,Community Managed CCCs
Wandana Avenue Early Learning & Kinder,Gilles Plains,5086,Private CCCs
St Morris Community Child Care Centre,St Morris,5068,Community Managed CCCs
Surrey Downs Community Children's Centre Inc,Surrey Downs,5126,Community Managed CCCs
Need A Nanny,Happy Valley,5159,Baby Sitting Agencies
TAFE SA - Tea Tree Gully Campus CCC,Modbury,5092,TAFE CCCs
Blackwood Community Child Care Centre,Blackwood,5051,Community Managed CCCs
Walkerville Pre-Kindy,Walkerville,5081,Private CCCs
The Learning Sanctuary Norwood,Norwood,5067,Private CCCs
Magill Campus & Community Children's Centre,Magill,5072,Community Managed CCCs
The Ranges Early Learning & Care Centre - Aldgate,Aldgate,5154,Private CCCs
Goodstart Early Learning - Oakbank,Oakbank,5243,Private CCCs
Advanced Early Learning Centre,Tusmore,5065,Private CCCs
Torrens Valley Children's Centre Child Care C,Gumeracha,5233,Community Managed CCCs
Margaret Ives Children's Centre CC,Norwood,5067,Community Managed CCCs
Balance Home Services,North Adelaide,5006,Baby Sitting Agencies
Goodstart Early Learning - Linden Park,Linden Park,5065,Private CCCs
Tea Tree Gully Child Care Centre,St Agnes,5097,Private CCCs
Colonel Light Gardens World of Learning,Colonel Light Gardens,5041,Private CCCs
Nanny SA,Marden,5070,Baby Sitting Agencies
Goodstart Early Learning - Angle Park,Angle Park,5010,Private CCCs
Tenison Place Early Learning Centre,Golden Grove,5125,Private CCCs
Zebra Early Learning Centre,Hahndorf,5245,Private CCCs
Caring Choice Baby Sitting Agency,Dulwich,5065,Baby Sitting Agencies
Rosemont House Montessori Preschool,Norwood,5067,Other Grant Funded Preschools
Ridgehaven Early Learning Centre,Ridgehaven,5097,Private CCCs
Eastern Districts Family Day Care Scheme,Elizabeth,5112,Family Day Care Schemes
West Country Family Day Care Scheme,Flinders Park,5025,Family Day Care Schemes
Hills Murraylands Family Day Care Scheme,Noarlunga Centre,5168,Family Day Care Schemes
Victor Harbor Family Day Care,Victor Harbor,5211,Family Day Care Schemes
Jescott Montessori Preschool,Magill,5072,Other Grant Funded Preschools
The Learning Sanctuary Thebarton,Thebarton,5031,Private CCCs
Paisley Park Early Learning Centre Davoren Park,Davoren Park,5113,Private CCCs
Goodstart Early Learning - Smithfield,Smithfield,5114,Private CCCs
Goodstart Early Learning - Brighton Road,Brighton,5048,Private CCCs
Woodville Park Kindergarten & Child Care Centre,Woodville Park,5011,Private CCCs
First Steps @ Albert Park,Albert Park,5014,Private CCCs
Lockleys Child Care & Early Learning Centre,Lockleys,5032,Private CCCs
Parks Community Centre Vacation Care,Angle Park,5010,Out of School Hours Care
Christie Downs Learning Together @ Home,Christie Downs,5164,Learning Together @ Home
Elizabeth Family Day Care,Elizabeth,5112,Family Day Care Schemes
Noarlunga Family Day Care,Noarlunga Centre,5168,Family Day Care Schemes
Goodstart Early Learning - Semaphore Park,Semaphore Park,5019,Private CCCs
Cedars Montessori Pre-school,Unley,5061,Private CCCs
Robe Mobile Child Care Service Kangaroo Inn,Kangaroo Inn,5280,Other Community Managed CCCs
Robe Mobile Child Care Service Robe Kindergarten,Robe,5276,Other Community Managed CCCs
Mallee Mobile Child Care Service Lameroo,Lameroo,5302,Other Community Managed CCCs
Mallee Mobile Child Care Service Pinnaroo,Pinnaroo,5304,Other Community Managed CCCs
Children's Educational Care Centre (SA) Pty Ltd,Hazelwood Park,5066,Private CCCs
Goodstart Early Learning - Elizabeth Vale,Elizabeth Vale,5112,Private CCCs
Blue Skies Child Care Centre,Modbury North,5092,Private CCCs
Mallee Mobile Child Care Service Karoonda,Karoonda,5307,Other Community Managed CCCs
Diane's Home Care Agency,Brompton,5007,Baby Sitting Agencies
Northgate Child Care Centre & Kindergarten,Northgate,5085,Private CCCs
Walkley Heights Child Care Centre,Walkley Heights,5098,Private CCCs
Goodstart Early Learning - Ingle Farm Kylie Cres,Ingle Farm,5098,Private CCCs
Brompton PS OSHC/Vac,Renown Park,5008,Out of School Hours Care
Mount Gambier Child Care Centre,Mount Gambier,5290,Community Managed CCCs
Gladys Smith Early Learning Centre,Millicent,5280,Other Community Managed CCCs
Naracoorte Child Day Care Centre,Naracoorte,5271,Community Managed CCCs
Murray Bridge Community Children's Centre,Murray Bridge,5253,Community Managed CCCs
Nuriootpa Community Children's Centre,Nuriootpa,5355,Integrated Rural Preschools/CCC
Carma Playhouse,Mount Gambier,5290,Private CCCs
Judy's Childcare & Early Learning Centre,Gawler,5118,Private CCCs
Community Choices Baby Sitting Agency,Kingswood,5062,Baby Sitting Agencies
Torrensville Child and Family Centre,Torrensville,5031,Other Community Managed CCCs
Naracoorte Early Learning Centre,Naracoorte,5271,Private CCCs
Kiddywinks Child Care Centre,Port Lincoln,5606,Private CCCs
Goodstart Early Learning - Paralowie Byron Bay Drv,Paralowie,5108,Private CCCs
Goodstart Early Learning - Mawson Lakes Avocet Drv,Mawson Lakes,5095,Private CCCs
Coach Road Child Care Centre,Aldinga,5173,Private CCCs
Westport Preschool Occasional Care,Semaphore Park,5019,Occasional Care in Preschools
Adelaide Miethke Kindergarten Occasional Care Ctr,Woodville South,5011,Occasional Care in Preschools
Goodstart Early Learning - Semaphore South,Semaphore South,5019,Private CCCs
Calvary Silver Circle,Fullarton,5063,Baby Sitting Agencies
Emmaus Christian College OSHC,South Plympton,5038,Out of School Hours Care
Calvary Lutheran Primary School OSHC Camp Aust,Morphett Vale,5162,Out of School Hours Care
Mount Barker Waldorf School OSHC Camp Australia,Mount Barker,5251,Out of School Hours Care
St Therese Primary School OSHC SA Camp Australia,Colonel Light Gardens,5041,Out of School Hours Care
Moonta Area School OSHC,Moonta,5558,Out of School Hours Care
Goodstart Early Learning - Ingle Farm Roopena St,Ingle Farm,5098,Private CCCs
CaFE Enfield Children's Centre,Enfield,5085,Children's Centres
Goodstart Early Learning - Old Reynella,Old Reynella,5161,Private CCCs
Unley Early Learning Centre,Unley,5061,Private CCCs
Goodstart Early Learning - Whyalla,Whyalla,5600,Private CCCs
Lake Albert  Learning Centre,Meningie,5264,Private CCCs
Community Kids Murray Bridge Early Education Ctre,Murray Bridge,5253,Private CCCs
Community Kids Greenacres Early Education Centre,Greenacres,5086,Private CCCs
Renmark Early Learning Centre,Renmark,5341,Private CCCs
Angaston Child Care & Early Learning Centre,Angaston,5353,Private CCCs
Paradise Early Learning Child Care Centre & Kinder,Paradise,5075,Other Private CCCs
Hackham West Children's Centre Child Care,Hackham West,5163,Children's Centres
Ocean View College Children's Centre Child Care,Taperoo,5017,Children's Centres
Keithcot Farm Children's Centre Child Care,Wynn Vale,5127,Children's Centres
Golden Grove World of Learning,Golden Grove,5125,Private CCCs
Parks Children's Centre,Angle Park,5010,Children's Centres
Goodstart Early Learning - Evanston Park,Evanston Park,5116,Private CCCs
Goodstart Early Learning - Hackham,Hackham,5163,Private CCCs
Stepping Stone Angle Vale Childcare & Early Dev,Angle Vale,5117,Private CCCs
St Peters Lutheran School Early Learning Centre,Blackwood,5051,Other Private CCCs
The Gums Childcare Centre,Clare,5453,Private CCCs
Goodstart Early Learning - Blackwood,Blackwood,5051,Private CCCs
AEIOU Foundation Huntfield Heights,Huntfield Heights,5163,Private CCCs
Goodstart Early Learning - Mawson Lakes Elder Drv,Mawson Lakes,5095,Private CCCs
Kingston Road Early Learning and Kinder,Port Pirie South,5540,Private CCCs
Goodstart Early Learning - Nuriootpa,Nuriootpa,5355,Private CCCs
Stepping Stone Morphett Vale Childcare & EDC,Morphett Vale,5162,Private CCCs
Stepping Stone Two Wells Childcare & Early Dev Ctr,Two Wells,5501,Private CCCs
Paisley Park Early Learning Centre Burton,Burton,5110,Private CCCs
Creative Garden Early Learning Centre North Lakes,Munno Para West,5115,Private CCCs
Goodstart Early Learning - Osborne,Osborne,5017,Private CCCs
Stepping Stone Evanston Childcare & Early Devt Ctr,Evanston,5116,Private CCCs
Westminster Early Learning Centre,Marion,5043,Other Private CCCs
Adelaide North Special School OSHC,Munno Para,5115,Out of School Hours Care
Treetops Early Learning Centre - Hillcrest,Hillcrest,5086,Private CCCs
The Hills Christian Community School ELC,Verdun,5245,Other Private CCCs
Little Poppins,Beulah Park,5067,Baby Sitting Agencies
HenderCare Pty Ltd Baby Sitting Agency,Adelaide,5000,Baby Sitting Agencies
Galilee Catholic School OSHC/Vac,Aldinga,5173,Out of School Hours Care
Mount Gambier Children's Centre Occasional Care,Mount Gambier,5290,Occasional Care in Preschools
Elizabeth North CPC Occasional Care,Elizabeth North,5113,Occasional Care in Preschools
O'Briens Montessori Centre,Modbury North,5092,Private CCCs
Adelaide Babysitters,Wynn Vale,5127,Baby Sitting Agencies
TeenZone South - Novita Outside School Hours Care,Mitchell Park,5043,Out of School Hours Care
St Jakobi Lutheran School OSHC/Vac,Lyndoch,5351,Out of School Hours Care
Cedar College Out of School Hours Care,Northgate,5085,Out of School Hours Care
Stepping Stone Para Hills Childcare & EDC,Para Hills West,5096,Private CCCs
Parafield Gardens Children's Ctr Occasional Care,Parafield Gardens,5107,Occasional Care in Preschools
Port Augusta Children's Centre,Port Augusta,5700,Children's Centres
Kirton Point Children's Centre Occasional Care,Port Lincoln,5606,Occasional Care in Preschools
Trinity Gardens Children's Centre Occasional Care,Trinity Gardens,5068,Occasional Care in Preschools
Tanunda Lutheran Out of School Hours Care,Tanunda,5352,Out of School Hours Care
Forbes Children's Centre Child Care,South Plympton,5038,Children's Centres
Sunrise Christian School Morphett Vale OSHC,Morphett Vale,5162,Out of School Hours Care
St Peter's College Camp Australia OSHC,St Peters,5069,Out of School Hours Care
St Mary's College OSHC,Adelaide,5000,Out of School Hours Care
Precious Cargo - Westbourne Park,Westbourne Park,5041,Private CCCs
Faith Lutheran College Early Learning Centre,Tanunda,5352,Other Grant Funded Preschools
Morphett Vale Primary School - Occasional Care,Morphett Vale,5162,Occasional Care in Preschools
John Hartley School Children's Centre Occ Care,Smithfield Plains,5114,Occasional Care in Preschools
Memorial Oval Primary School OSHC/Vac,Whyalla,5600,Out of School Hours Care
Tyndale Christian College - Strathalbyn ELC,Strathalbyn,5255,Other Grant Funded Preschools
Tyndale Christian College - Murray Bridge ELC,Murray Bridge,5253,Other Grant Funded Preschools
Prince Alfred College OSHC,Kent Town,5067,Out of School Hours Care
Parks Children's Centre Occasional Care,Angle Park,5010,Occasional Care in Preschools
Walford Early Learning Centre,Hyde Park,5061,Other Grant Funded Preschools
Edge Kids Life Findon,Findon,5023,Private CCCs
Sunrise Christian School Paradise OSHC,Paradise,5075,Out of School Hours Care
Morphett Vale Primary School OSHC,Morphett Vale,5162,Out of School Hours Care
Stepping Stone Tanunda OSHC,Tanunda,5352,Out of School Hours Care
Immanuel Primary School Camp Australia OSHC,Novar Gardens,5040,Out of School Hours Care
Precious Cargo - Lockleys Pty Ltd,Lockleys,5032,Private CCCs
Mt Barker Waldorf School Preschool,Mount Barker,5251,Other Grant Funded Preschools
St Peters Woodlands Grammar School ELC,Glenelg,5045,Other Grant Funded Preschools
Willunga Waldorf School Kindergarten,Willunga,5172,Other Grant Funded Preschools
Carlton Preschool,Port Augusta,5700,Child Parent Centres
Lake Windemere B-7 School CC Occ Care,Salisbury North,5108,Occasional Care in Preschools
Central Metro Family Day Care Scheme,Flinders Park,5025,Family Day Care Schemes
Tenison Woods College Early Learning & Comm Centre,Mount Gambier,5290,Other Private CCCs
The Hills Montessori School Inc OHSC,Aldgate,5154,Out of School Hours Care
Accademia Di Montessori Preschool - Newton,Newton,5074,Private CCCs
Brooklyn Park Private Kindergarten,Brooklyn Park,5032,Private CCCs
John Hartley School OSHC Camp Australia,Smithfield Plains,5114,Out of School Hours Care
Pinnacle College - Elizabeth East Campus,Elizabeth East,5112,Primary/Secondary Schools
Lockleys Children's Centre Occasional Care,Lockleys,5032,Occasional Care in Preschools
Sherpa Kids Lockleys,Brooklyn Park,5032,Out of School Hours Care
Sherpa Kids Navigator College Port Lincoln,Port Lincoln,5606,Out of School Hours Care
Disability Unit Seaford Rise Primary School,Seaford Rise,5169,Disability Units
Montessori House Morphettville,Morphettville,5043,Private CCCs
Blackfriars Priory School Early Learning Centre,Prospect,5082,Private CCCs
The Ranges Infant Toddler Centre,Stirling,5152,Private CCCs
Watervale Primary School OSHC,Watervale,5452,Out of School Hours Care
St Michael's Lutheran Primary School OSHC,Hahndorf,5245,Out of School Hours Care
Saint Spyridon College OSHC - Camp Australia,Unley,5061,Out of School Hours Care
Emali Early Learning Centre - Brighton,Brighton,5048,Private CCCs
Seaford Meadows Early Learning Centre,Seaford Meadows,5169,Private CCCs
Disability Unit Roma Mitchell Secondary College,Gepps Cross,5094,Disability Units
Port Broughton Kindergarten Occasional Care,Port Broughton,5522,Occasional Care in Preschools
Moonta Kindergarten Occasional Care,Moonta,5558,Occasional Care in Preschools
Mallala Preschool Occasional Care,Mallala,5502,Occasional Care in Preschools
Elizabeth Downs Child Parent Centre Occ Care,Elizabeth Downs,5113,Occasional Care in Preschools
Berri Community Preschool Occasional Care,Berri,5343,Occasional Care in Preschools
Poonindie Early Childhood Centre Occasional Care,Poonindie,5607,Occasional Care in Preschools
Lock Early Learning Centre Occasional Care,Lock,5633,Occasional Care in Preschools
Accademia Di Montessori Preschool - West Croydon,West Croydon,5008,Private CCCs
Craigmore Road Early Learning Centre,Blakeview,5114,Private CCCs
Seaford Rise Kindergarten Occasional Care,Seaford Rise,5169,Occasional Care in Preschools
Precious Cargo - Woodville Park,Woodville Park,5011,Private CCCs
Blakes Crossing Christian College OSHC Camp Aust,Blakeview,5114,Out of School Hours Care
Torrens Valley Christian School OSHC CampAustralia,Hope Valley,5090,Out of School Hours Care
Stepping Stone Aberfoyle Park Childcare & EDC,Aberfoyle Park,5159,Private CCCs
Millicent North Kindergarten Occasional Care,Millicent,5280,Occasional Care in Preschools
Precious Cargo - Collinswood,Collinswood,5081,Private CCCs
Navigator College Early Learning Centre,Port Lincoln,5606,Private CCCs
Rostrevor College Stepping Stone ELC,Woodforde,5072,Private CCCs
Redeemer Lutheran School Early Learning Centre,Nuriootpa,5355,Private CCCs
Emali Early Learning Centre - Findon,Findon,5023,Private CCCs
Stepping Stone Klemzig EDC & CC,Klemzig,5087,Private CCCs
Seaton Children's Centre Occasional Care,Seaton,5023,Occasional Care in Preschools
Respite Care Program,Enfield,5085,Family Day Care Schemes
Paradise Kindergarten Occasional Care,Paradise,5075,Occasional Care in Preschools
Cambrai Preschool Occasional Care,Cambrai,5353,Occasional Care in Preschools
Hendon Preschool Occasional Care,Royal Park,5014,Occasional Care in Preschools
Loxton North Preschool Occasional Care,Loxton North,5333,Occasional Care in Preschools
Harvest Christian College Camp Australia OSHC,Kadina,5554,Out of School Hours Care
Myponga Primary School OSHC,Myponga,5202,Out of School Hours Care
Sunrise Paradise Early Learning Centre,Paradise,5075,Private CCCs
Montessori House Fulham Gardens,Fulham Gardens,5024,Private CCCs
Emali Early Learning Centre - Morphett Vale,Morphett Vale,5162,Private CCCs
Bethany Christian School Early Learning Centre,Paralowie,5108,Private CCCs
Kozy Kids Maylands,Maylands,5069,Private CCCs
St Peter's Woodlands Early Learning Ctr Child Care,Glenelg,5045,Other Private CCCs
Churchill Road Early Learning & Kinder,Kilburn,5084,Private CCCs
North East Secondary Community Learning Centre,Golden Grove,5125,Behaviour Support Services
Glossop Community Preschool,Glossop,5344,Child Parent Centres
Renown Park Children's Centre Occasional Care,Renown Park,5008,Occasional Care in Preschools
Disability Unit South Downs Primary School,Elizabeth Downs,5113,Disability Units
Disability Unit Keller Road Primary School,Salisbury East,5109,Disability Units
Disability Unit Ingle Farm East Primary School,Ingle Farm,5098,Disability Units
Australian Islamic College (Adelaide) ELC,West Croydon,5008,Other Grant Funded Preschools
Precious Cargo Blackwood,Blackwood,5051,Other Grant Funded Preschools
Halifax St Children's Centre CC,Adelaide,5000,Community Managed CCCs
Adelaide Miethke Kindergarten,Woodville South,5011,Children's Services Centres
Grey Ward Children's Centre Child Care,Adelaide,5000,Community Managed CCCs
Barbara Kiker Memorial Kindergarten,Kidman Park,5025,Children's Services Centres
Barker Kindergarten,North Adelaide,5006,Children's Services Centres
Saint Margaret Mary's Preschool Centre,Croydon Park,5008,Catholic Ed Preschools
Holden Hill Kindergarten Occasional Care,Holden Hill,5088,Occasional Care in Preschools
Our Lady of the Visitation Preschool - Taperoo,Taperoo,5017,Catholic Ed Preschools
Elizabeth O'Grady Kindergarten,Grange,5022,Children's Services Centres
Point Pearce Occasional Care,Point Pearce,5573,Occasional Care in Preschools
Fulham Park Preschool Kindergarten,Lockleys,5032,Children's Services Centres
Glandore Community Kindergarten,Glandore,5037,Children's Services Centres
Grey Ward Children's Centre,Adelaide,5000,Integrated Licensed Preschools
Torrensville Preschool Centre,Torrensville,5031,Children's Services Centres
Henley Community Kindergarten,Henley Beach,5022,Children's Services Centres
Jean Horan Kindergarten,Flinders Park,5025,Children's Services Centres
Kalaya Children's Centre,Queenstown,5014,Children's Centres
Halifax St Children's Centre & Preschool,Adelaide,5000,Integrated Licensed Preschools
Kangaroo Island Children's Services - Kingscote,Kingscote,5223,Integrated Rural Preschools/CCC
Kurralta Park Community Kindergarten,Marleston,5033,Children's Services Centres
Kangaroo Island CSC Child Care,Kingscote,5223,Community Managed CCCs
Largs North Kindergarten,Largs North,5016,Children's Services Centres
Le Fevre Kindergarten Inc,Birkenhead,5015,Children's Services Centres
Lockleys Children's Centre,Lockleys,5032,Children's Centres
Lucy Morice Kindergarten,North Adelaide,5006,Children's Services Centres
Netley Kindergarten,Netley,5037,Children's Services Centres
North Haven Kindergarten,North Haven,5018,Children's Services Centres
Penneshaw Kindergarten,Penneshaw,5222,Children's Services Centres
Pennington Children's Centre,Pennington,5013,Children's Centres
St Joseph's Preschool - Hindmarsh,West Hindmarsh,5007,Catholic Ed Preschools
St Joseph's Preschool - Ottoway,Ottoway,5013,Catholic Ed Preschools
St Margaret's Kindergarten - Woodville,Woodville,5011,Affiliate Preschools
West Beach Kindergarten,West Beach,5024,Children's Services Centres
West Lakes Kgtn & Early Childhood Centre,West Lakes,5021,Children's Services Centres
West Lakes Shore Kindergarten,West Lakes Shore,5020,Children's Services Centres
Seaton Children's Centre,Seaton,5023,Children's Centres
Ocean View College Children's Centre,Taperoo,5017,Children's Centres
Enfield Folland Park Kindergarten,Enfield,5085,Children's Services Centres
Klemzig Kindergarten,Klemzig,5087,Children's Services Centres
Prospect Kindergarten,Prospect,5082,Children's Services Centres
St Helen's Park Kindergarten,Prospect,5082,Children's Services Centres
St Philip's Preschool Kindergarten,Broadview,5083,Children's Services Centres
Baden Pattinson Kindergarten,Glenelg North,5045,Children's Services Centres
Dover Kindergarten,South Brighton,5048,Children's Services Centres
Dunbar Terrace Kindergarten,Glenelg East,5045,Children's Services Centres
Somerton Park Kindergarten,Somerton Park,5044,Children's Services Centres
Seacliff Community Kindergarten,Seacliff,5049,Children's Services Centres
Emali Early Learning Centre - Athol Park,Athol Park,5012,Private CCCs
The Queen Elizabeth Hospital Community CCC,Woodville,5011,Community Managed CCCs
Camden Park Child Care Centre,Camden Park,5038,Community Managed CCCs
Glandore Private Kindergarten & Child Care Centre,Glandore,5037,Private CCCs
MacKinnon Parade Children's Centre,North Adelaide,5006,Community Managed CCCs
Adelaide Campus Children's Centre,University of Adelaide,5005,Community Managed CCCs
Woodville Day Nursery & Kindergarten,Woodville West,5011,Private CCCs
Regency Road Child Care Centre & Kindergarten,Sefton Park,5083,Private CCCs
Alabricare (SA) Pty Ltd,Frewville,5063,Baby Sitting Agencies
Goodstart Early Learning - Prospect,Prospect,5082,Private CCCs
Stepping Stone RAH Childcare & Early Devt Ctr,Adelaide,5000,Community Managed CCCs
Brompton Children's Centre Inc,Brompton,5007,Community Managed CCCs
Seaton Community Children's Centre,Seaton,5023,Community Managed CCCs
Lady Gowrie Child Care - Thebarton Campus,Thebarton,5031,Integrated Licensed Preschools
Mooringe World of Learning,Plympton,5038,Private CCCs
Daphne Street Child Care and Specialist ELC,Prospect,5082,Other Community Managed CCCs
North East Community Children's Centre,Hillcrest,5086,Community Managed CCCs
City Community Children's Ctr - Norman Street Cps,Adelaide,5000,Community Managed CCCs
Kate Cocks Child Care Centre,Hove,5048,Community Managed CCCs
Glenelg Community Child Care Centre,Glenelg North,5045,Community Managed CCCs
City Community Children's Ctr - Gilbert Street Cps,Adelaide,5000,Community Managed CCCs
Kura Yerlo Children's Centre,Largs Bay,5016,Community Managed CCCs
