Name,Suburb,Postcode,School Level
Renown Park Children's Centre for Early Childhood,Renown Park,5008,Children's Centres
Daws Road Centre,St Marys,5042,Statewide Transition Centres
Stirling North Primary School,Stirling North,5710,Primary Schools
Munno Para Primary School,Munno Para,5115,Primary Schools
Avenues College Centre for Hearing Impaired,Windsor Gardens,5087,Hearing Impaired Units
Hospital School SA - Flinders Medical Centre,Bedford Park,5042,Hospital Education Services
Moonta Area School,Moonta,5558,Area Schools
Pipalyatjara Anangu School,Pipalyatjara,872,Anangu Schools
Mimili Anangu School,Mimili,872,Anangu Schools
Sheidow Park Primary School,Sheidow Park,5158,Primary Schools
Mount Barker South Primary School,Mount Barker,5251,Primary Schools
Ardtornish Primary School,St Agnes,5097,Primary Schools
Wiltja Program,St Clair,5011,Ancillary Education Establishments
Alberton Preschool,Queenstown,5014,Child Parent Centres
Amata Preschool,Amata,872,Anangu Preschools
Andamooka Preschool,Andamooka,5722,Other Preschools
Beachport Preschool,Beachport,5280,Child Parent Centres
Napperby Preschool,Napperby,5540,Child Parent Centres
Campbelltown Preschool,Newton,5074,Children's Services Centres
Cambrai Preschool,Cambrai,5353,Child Parent Centres
Coober Pedy Child Parent Centre,Coober Pedy,5723,Child Parent Centres
Cowandilla Children's Centre,Cowandilla,5033,Children's Centres
Cummins Child Parent Centre,Cummins,5631,Child Parent Centres
Echunga Child Parent Centre,Echunga,5153,Child Parent Centres
Elizabeth Downs Child Parent Centre,Elizabeth Downs,5113,Child Parent Centres
Elizabeth Park Child Parent Centre,Elizabeth Park,5113,Child Parent Centres
Elizabeth Vale Preschool,Elizabeth Vale,5112,Child Parent Centres
Swallowcliffe Preschool,Davoren Park,5113,Child Parent Centres
Fairview Park Child Parent Centre,Fairview Park,5126,Child Parent Centres
Flaxmill Preschool,Morphett Vale,5162,Child Parent Centres
Fraser Park Child Parent Centre,Murray Bridge,5253,Child Parent Centres
Fregon Child Parent Centre,Fregon,872,Anangu Preschools
Avenues College Children's Centre for ECD&P,Hillcrest,5086,Children's Centres
Goodwood Preschool,Goodwood,5034,Child Parent Centres
Hallett Cove South Preschool,Hallett Cove,5158,Child Parent Centres
Hendon Preschool,Royal Park,5014,Child Parent Centres
Indulkana Child Parent Centre,Indulkana,872,Anangu Preschools
Karoonda Child Parent Centre,Karoonda,5307,Child Parent Centres
Disability Unit Nuriootpa HS Learning Unit,Nuriootpa,5355,Disability Units
Kilkenny Preschool,West Croydon,5008,Child Parent Centres
Kongorong Child Parent Centre,Kongorong,5291,Child Parent Centres
Koonibba Child Parent Centre,Koonibba,5690,Aboriginal Preschools
Lonsdale Heights Preschool,Christie Downs,5164,Child Parent Centres
Marree Preschool,Marree,5733,Aboriginal Preschools
Modbury Child Parent Centre,Modbury North,5092,Child Parent Centres
Modbury South Preschool,Hope Valley,5090,Child Parent Centres
The Heights Preschool,Modbury Heights,5092,Child Parent Centres
Moorak Child Parent Centre,Moorak,5291,Child Parent Centres
Mount Burr Child Parent Centre,Mount Burr,5279,Child Parent Centres
Nairne Child Parent Centre,Nairne,5252,Child Parent Centres
Nangwarry Child Parent Centre,Nangwarry,5277,Child Parent Centres
Oodnadatta Child Parent Centre,Oodnadatta,5734,Aboriginal Preschools
Para Hills Child Parent Centre,Para Hills,5096,Child Parent Centres
Para Vista Child Parent Centre,Para Vista,5093,Child Parent Centres
KICE - Parndana Campus Preschool,Parndana,5220,Child Parent Centres
Raukkan Child Parent Centre,Raukkan,5259,Aboriginal Preschools
Point Pearce Child Parent Centre,Point Pearce,5573,Aboriginal Preschools
Reynella South Preschool,Reynella,5161,Child Parent Centres
Disability Unit Golden Grove High School,Golden Grove,5125,Disability Units
Ridgehaven Child Parent Centre,Ridgehaven,5097,Child Parent Centres
Westport Preschool,Semaphore Park,5019,Child Parent Centres
St Agnes Preschool,St Agnes,5097,Child Parent Centres
Wandana Child Parent Centre,Gilles Plains,5086,Child Parent Centres
Tantanoola Playcentre,Tantanoola,5280,Playcentres
Tintinara Preschool,Tintinara,5266,Child Parent Centres
Trinity Gardens Children's Centre,Trinity Gardens,5068,Children's Centres
Virginia Preschool,Virginia,5120,Child Parent Centres
Williamstown School-Based Preschool,Williamstown,5351,Child Parent Centres
Yalata Child Parent Centre,Yalata,5690,Anangu Preschools
Padthaway Child Parent Centre,Padthaway,5271,Child Parent Centres
Redwood Park Preschool,Redwood Park,5097,Child Parent Centres
North Ingle Preschool,Ingle Farm,5098,Child Parent Centres
Gordon Education Centre,Mount Gambier,5290,Primary/Secondary Special Schools
Allenby Gardens Child Parent Centre,Allenby Gardens,5009,Child Parent Centres
Disability Unit Tanunda PS,Tanunda,5352,Disability Units
Mulga Street Primary School,Mount Gambier,5290,Primary Schools
Reynella East Preschool,Reynella East,5161,Child Parent Centres
Thiele Primary School,Aberfoyle Park,5159,Primary Schools
Open Access College Port Augusta School of the Air,Port Augusta,5700,Open Access College
Aberfoyle Park High School,Aberfoyle Park,5159,High/Secondary Schools
Hahndorf Preschool,Hahndorf,5245,Child Parent Centres
Kangaroo Inn Preschool,Kangaroo Inn,5280,Child Parent Centres
Adelaide Secondary School of English,West Croydon,5008,Language Schools
Kenmore Park Anangu School,Kenmore Park,872,Anangu Schools
Mount Gambier Children's Centre,Mount Gambier,5290,Children's Centres
Huntfield Heights Child Parent Centre,Huntfield Heights,5163,Child Parent Centres
Challa Gardens Child Parent Centre,Kilkenny,5009,Child Parent Centres
Elizabeth North Preschool,Elizabeth North,5113,Child Parent Centres
Mallala Preschool,Mallala,5502,Child Parent Centres
Woodcroft Primary School,Woodcroft,5162,Primary Schools
The Pines School,Parafield Gardens,5107,Primary Schools
Northfield Child Parent Centre,Northfield,5085,Child Parent Centres
East Murray Preschool,Mindarie,5309,Child Parent Centres
Flinders View Child Parent Centre,Port Augusta West,5700,Child Parent Centres
Freeling Preschool,Freeling,5372,Child Parent Centres
One Tree Hill Preschool,One Tree Hill,5114,Child Parent Centres
Renmark North Preschool,Renmark North,5341,Child Parent Centres
Warooka Child Parent Centre,Warooka,5577,Child Parent Centres
The Pines Child Parent Centre,Parafield Gardens,5107,Child Parent Centres
Pipalyatjara Anangu Preschool,Pipalyatjara,872,Anangu Preschools
Kaurna Plains School,Elizabeth,5112,Aboriginal Schools
Mintabie Area School,Mintabie,5724,Area Schools
Ernabella Anangu Child Parent Centre,Ernabella,872,Anangu Preschools
Australian Science & Mathematics School,Bedford Park,5042,High/Secondary Schools
Port Lincoln Special School,Port Lincoln,5606,Primary/Secondary Special Schools
School of Languages,West Croydon,5008,Specialist Language (LOTE) School
Roxby Downs Area School,Roxby Downs,5725,Area Schools
Littlehampton Preschool,Littlehampton,5250,Child Parent Centres
Houghton Preschool,Houghton,5131,Child Parent Centres
Golden Grove High School,Golden Grove,5125,High/Secondary Schools
Kenmore Park Child Parent Centre,Kenmore Park,872,Anangu Preschools
Wynn Vale Child Parent Centre,Wynn Vale,5127,Child Parent Centres
Oak Valley Aboriginal School CPC,Oak Valley,5690,Aboriginal Preschools
Burton Primary School,Burton,5110,Primary Schools
Keithcot Farm Primary School,Wynn Vale,5127,Primary Schools
Golden Grove Primary School,Golden Grove,5125,Primary Schools
Settlers Farm Campus R-7,Paralowie,5108,Primary Schools
Blakeview Primary School,Blakeview,5114,Primary Schools
Seaford Rise Primary School,Seaford Rise,5169,Primary Schools
Mimili Child Parent Centre,Mimili,872,Anangu Preschools
Greenwith Primary School,Greenwith,5125,Primary Schools
Murputja Anangu School,Murputja Homelands,872,Anangu Schools
Adelaide Centre for Hearing Impaired,Adelaide,5000,Hearing Impaired Units
Beafield Education Centre,Para Hills West,5096,Behaviour Support Services
Bellevue Heights PS Intensive English Lang Centre,Bellevue Heights,5050,Language Unit
Ingle Farm PS Intensive English Lang Centre,Ingle Farm,5098,Language Unit
Salisbury North R-7 Intensive English Lang Centre,Salisbury North,5108,Language Unit
Thebarton Senior College New Arrivals Program,Torrensville,5031,Language Unit
Pennington R-7 School Intensive English Lang Cent,Pennington,5013,Language Unit
Gilles Street PS Intensive English Lang Centre,Adelaide,5000,Language Unit
Hewett Primary School,Hewett,5118,Primary Schools
Murputja Child Parent Centre,Murputja Homelands,872,Anangu Preschools
Playford Primary School,Craigmore,5114,Primary Schools
Sturt Street Community School,Adelaide,5000,Primary Schools
Kangaroo Island Community Education,Kingscote,5223,Area Schools
Disability Unit Christies Beach,Christie Downs,5164,Disability Units
Eastern Fleurieu R-12 School,Strathalbyn,5255,Primary/Secondary Schools
Senior Campus - Norwood,Magill,5072,High/Secondary Schools
Bowden Brompton CS Torrens Road Campus,Brompton,5007,Alternative Prim/Sec Schools
Bowden Brompton CS Beach Campus,Christies Beach,5165,Alternative Prim/Sec Schools
Bowden Brompton CS Northern Middle School Campus,Salisbury North,5108,Alternative Prim/Sec Schools
Clovelly Park PS Intensive English Lang Centre,Clovelly Park,5042,Language Unit
Richmond PS Intensive English Lang Centre,Keswick,5035,Language Unit
Cowandilla PS Intensive English Lang Centre,Cowandilla,5033,Language Unit
Blair Athol North School B-7 Int Eng Lang Centre,Blair Athol,5084,Language Unit
East Torrens PS Intensive English Lang Centre,Hectorville,5073,Language Unit
Elizabeth Vale PS Intensive English Lang Centre,Elizabeth Vale,5112,Language Unit
The Pines R-7 Intensive English Lang Centre,Parafield Gardens,5107,Language Unit
Mark Oliphant College (B-12),Munno Para,5115,Primary/Secondary Schools
John Hartley School (B-7),Smithfield Plains,5114,Primary Schools
Roma Mitchell Secondary College,Gepps Cross,5094,High/Secondary Schools
Blair Athol North School B-7,Blair Athol,5084,Primary Schools
Woodville Gardens School B-7,Woodville Gardens,5012,Primary Schools
Mount Gambier Nth PS Intensive English Lang Centre,Mount Gambier,5290,Language Unit
Morphett Vale Primary School,Morphett Vale,5162,Primary Schools
Reynella East College,Reynella East,5161,Primary/Secondary Schools
Lake Windemere B-7 School,Salisbury North,5108,Primary Schools
Elizabeth Downs PS Intensive English Lang Centre,Elizabeth Downs,5113,Language Unit
Hampstead PS Intensive English Lang Centre,Greenacres,5086,Language Unit
Darlington PS Intensive English Lang Centre,Seacombe Gardens,5047,Language Unit
Mount Gambier High School New Arrivals Program,Mount Gambier,5290,Language Unit
Kilkenny PS Intensive English Lang Centre,West Croydon,5008,Language Unit
Northern Adelaide Learning Together @ Home,Elizabeth,5112,Learning Together @ Home
Midway Road Community House Vac,Elizabeth East,5112,Out of School Hours Care
Para Hills PS OSHC,Para Hills,5096,Out of School Hours Care
Tanunda - Barossa OSHC,Tanunda,5352,Out of School Hours Care
Kaurna Plains Early Childhood Centre CC,Elizabeth,5112,Community Managed CCCs
Angaston Kindergarten,Angaston,5353,Children's Services Centres
Mawson Lakes Parkway Child Care Centre,Mawson Lakes,5095,Community Managed CCCs
Mawson Lakes Garden Terrace Child Care Centre,Mawson Lakes,5095,Community Managed CCCs
Brahma Lodge Kindergarten Inc,Brahma Lodge,5109,Children's Services Centres
Andamooka Children's Centre,Andamooka,5722,Children's Centres
Craigmore Kindergarten,Craigmore,5114,Children's Services Centres
Dorothy Hughes Kindergarten,Salisbury North,5108,Children's Services Centres
Elizabeth East Kindergarten,Elizabeth East,5112,Children's Services Centres
Elizabeth Grove Children's Centre,Elizabeth Grove,5112,Children's Centres
Kaurna Plains Children's Centre,Elizabeth,5112,Children's Centres
Elsie Ey Children's Centre,Hewett,5118,Children's Centres
Gawler & District College B-12 Children's Centre,Evanston,5116,Children's Centres
Riverview Preschool Centre,Salisbury Downs,5108,Children's Services Centres
Angle Vale Preschool,Angle Vale,5117,Children's Services Centres
Hamley Bridge Kindergarten,Hamley Bridge,5401,Children's Services Centres
Ingle Farm Children's Centre,Ingle Farm,5098,Children's Centres
Kapunda Kindergarten,Kapunda,5373,Children's Services Centres
Andrews Farm Community Preschool,Andrews Farm,5114,Children's Services Centres
Lantana Kindergarten,Parafield Gardens,5107,Children's Services Centres
Nuriootpa Community Children's Centre CC,Nuriootpa,5355,Community Managed CCCs
Liberman Kindergarten,Para Hills,5096,Children's Services Centres
Salisbury Downs Preschool Centre,Salisbury Downs,5108,Children's Services Centres
Madison Park Kindergarten,Salisbury East,5109,Children's Services Centres
Manor Farm Kindergarten,Salisbury East,5109,Children's Services Centres
Munno Para Kindergarten,Munno Para,5115,Children's Services Centres
Ernabella Children and Family Centre,Ernabella,872,Children's Centres
Para Hills West Preschool,Para Hills West,5096,Children's Services Centres
Eudunda Community Preschool,Eudunda,5374,Children's Services Centres
Parafield Gardens Children's Centre,Parafield Gardens,5107,Children's Centres
Paralowie Kindergarten,Paralowie,5108,Children's Services Centres
Pooraka Community Kindergarten,Pooraka,5095,Children's Services Centres
Salisbury Kindergarten,Salisbury,5108,Children's Services Centres
Salisbury Park Kindergarten,Salisbury Park,5109,Children's Services Centres
Salisbury Lutheran Kindergarten,Salisbury,5108,Affiliate Preschools
Salisbury Heights Preschool,Salisbury Heights,5109,Children's Services Centres
Sir Thomas Playford Kindergarten,Elizabeth South,5112,Children's Services Centres
Smithfield Plains Kindergarten,Smithfield Plains,5114,Children's Services Centres
Tanunda Kindergarten Association,Tanunda,5352,Children's Services Centres
Two Wells Community Children's Centre,Two Wells,5501,Integrated Rural Preschools/CCC
Valley View Kindergarten,Valley View,5093,Children's Services Centres
Two Wells Community Children's Centre Child Care,Two Wells,5501,Community Managed CCCs
Zion Preschool Centre,Gawler,5118,Affiliate Preschools
Minlaton District Early Learning Ctr,Minlaton,5575,Children's Services Centres
Gawler East Preschool Centre,Gawler,5118,Children's Services Centres
Lyndoch Valley Family Centre,Lyndoch,5351,Children's Services Centres
Settlers Farm Campus Kindergarten,Paralowie,5108,Children's Services Centres
Burton Park Preschool,Burton,5110,Children's Services Centres
Adams Road Children's Centre,Craigmore,5114,Children's Services Centres
Blakeview Preschool,Blakeview,5114,Children's Services Centres
The Cherubim Early Learning and Care Centre,Paralowie,5108,Private CCCs
Kadina Child Care Centre,Kadina,5554,Community Managed CCCs
St Francis Community Children's Centre,Paralowie,5108,Community Managed CCCs
The Pines Community Children's Centre,Parafield Gardens,5107,Community Managed CCCs
Salisbury Campus Child Care Centre,Salisbury East,5109,Community Managed CCCs
Cheeky Monkey's Early Learning Child Care Centre,Salisbury East,5109,Private CCCs
Oasis Community Children's Centre,Salisbury,5108,Community Managed CCCs
Kindy Patch Salisbury Heights,Salisbury Heights,5109,Private CCCs
Hillbank Community Children's Centre,Hillbank,5112,Community Managed CCCs
Pooraka Community Child Care Centre,Pooraka,5095,Community Managed CCCs
Gawler Community Child Care Centre,Gawler East,5118,Community Managed CCCs
Goodstart Early Learning - Pooraka,Pooraka,5095,Private CCCs
Goodstart Early Learning - Penfield,Penfield,5121,Private CCCs
Highway Child Care & Early Learning Centre,Salisbury Downs,5108,Private CCCs
Country Central Family Day Care Scheme,Elizabeth,5112,Family Day Care Schemes
Berri Family Day Care,Berri,5343,Family Day Care Schemes
Northside Family Day Care Scheme,Elizabeth,5112,Family Day Care Schemes
Wasleys Playcentre,Wasleys,5400,Playcentres
Owen Playcentre,Owen,5460,Playcentres
Robertstown Preschool,Robertstown,5381,Child Parent Centres
Truro Playcentre,Truro,5356,Playcentres
St Peter's College Early Learning Centre,St Peters,5069,Other Private CCCs
Strathalbyn Children's Centre,Strathalbyn,5255,Community Managed CCCs
Community Kids McLaren Vale Early Education Centre,McLaren Vale,5171,Private CCCs
Clare Valley Children's Centre Child Care,Clare,5453,Children's Centres
Goodstart Early Learning - Aberfoyle Park,Aberfoyle Park,5159,Private CCCs
Goodstart Early Learning - Sheidow Park Young St,Sheidow Park,5158,Private CCCs
Our Lady of the Visitation OSHC/Vac,Taperoo,5017,Out of School Hours Care
Montessori Children's Centre - Seacliff,Seacliff,5049,Private CCCs
Outback Childcare SA,Port Augusta,5700,Baby Sitting Agencies
The Hills Montessori School Inc,Aldgate,5154,Other Grant Funded Preschools
Sturt Street Community School Child Care Centre,Adelaide,5000,Other Community Managed CCCs
Community Kids Blossomvale Early Education Centre,McLaren Vale,5171,Private CCCs
Stepping Stone Kidman Park Childcare,Kidman Park,5025,Private CCCs
Chancery Lane Montessori Preschool,Adelaide,5000,Private CCCs
Prince Alfred College Early Learning Centre,Kent Town,5067,Other Private CCCs
TRY Playford Children's Centre,Elizabeth,5112,Other Private CCCs
Daws Road Early Learning Centre,St Marys,5042,Other Private CCCs
The Learning Sanctuary Littlehampton,Littlehampton,5250,Private CCCs
Confident Kids Child Care & Early Learning Centre,Croydon Park,5008,Private CCCs
Stepping Stone Curtis Rd Munno Para CC & EDC,Munno Para,5115,Private CCCs
Blanchetown Preschool,Blanchetown,5357,Child Parent Centres
Goodstart Early Learning Somerton Park,Somerton Park,5044,Private CCCs
Gawler Riverside Early Learning Centre,Gawler,5118,Private CCCs
Aberfoyle Campus Schools OSHC Incorporated,Aberfoyle Park,5159,Out of School Hours Care
Woodcroft College OSHC,Woodcroft,5162,Out of School Hours Care
Aberfoyle Hub Preschool - Hub Drive,Aberfoyle Park,5159,Children's Services Centres
Aberfoyle Hub Preschool - Taylors Road,Aberfoyle Park,5159,Children's Services Centres
Aberfoyle Park Campus Preschool,Aberfoyle Park,5159,Children's Services Centres
Aldinga Community Kindergarten,Aldinga Beach,5173,Children's Services Centres
Hallett Cove Preschool,Hallett Cove,5158,Children's Services Centres
Morphett Vale East Kindergarten,Morphett Vale,5162,Children's Services Centres
Ascot Park Kindergarten,Park Holme,5043,Children's Services Centres
Noarlunga Downs Preschool,Noarlunga Downs,5168,Child Parent Centres
Ballara Park Kindergarten,Warradale,5046,Children's Services Centres
Bains Road Preschool,Morphett Vale,5162,Children's Services Centres
Brentwood Drive Kindergarten,Huntfield Heights,5163,Children's Services Centres
Calvary Kindergarten,Morphett Vale,5162,Affiliate Preschools
Chandlers Hill Kindergarten,Happy Valley,5159,Children's Services Centres
Christie Downs Kindergarten,Christie Downs,5164,Children's Services Centres
Christies North Kindergarten,Christies Beach,5165,Children's Services Centres
Seaford Rise Kindergarten,Seaford Rise,5169,Children's Services Centres
Strathalbyn Kindergarten Outreach,Strathalbyn,5255,Children's Services Centres
Clarendon Kindergarten,Clarendon,5157,Children's Services Centres
Coorara Preschool Centre,Morphett Vale,5162,Children's Services Centres
Coromandel Valley Kindergarten,Coromandel Valley,5051,Children's Services Centres
Darlington Children's Centre,Seacombe Gardens,5047,Children's Centres
Woodcroft Heights Children's Centre,Woodcroft,5162,Children's Centres
Ladybird Manor Montessori Child Care,Adelaide,5000,Private CCCs
Yankalilla Community Children's Centre,Yankalilla,5203,Integrated Rural Preschools/CCC
Flagstaff Hill Kindergarten,Flagstaff Hill,5159,Children's Services Centres
Flagstaff Oval Kindergarten,Flagstaff Hill,5159,Children's Services Centres
Frieda Corpe Community Kindergarten,Port Noarlunga,5167,Children's Services Centres
Goolwa Children's Centre,Goolwa,5214,Children's Centres
Hackham East Kindergarten,Hackham,5163,Children's Services Centres
Hackham West Children's Centre,Hackham West,5163,Children's Centres
Happy Valley Kindergarten,Happy Valley,5159,Children's Services Centres
Forbes Children's Centre,South Plympton,5038,Children's Centres
Fleurieu Occasional Community Children's Centre,Noarlunga Centre,5168,Community Managed CCCs
Hallett Cove Karrara Kindergarten,Hallett Cove,5158,Children's Services Centres
Madge Sexton Kindergarten,McLaren Vale,5171,Children's Services Centres
Mary Bywaters Memorial Kindergarten,Reynella,5161,Children's Services Centres
Mitchell Park Kindergarten,Mitchell Park,5043,Children's Services Centres
Pimpala Kindergarten,Morphett Vale,5162,Children's Services Centres
Seaford Districts Community Children's Centre Inc,Seaford,5169,Community Managed CCCs
Mount Compass Preschool Centre,Mount Compass,5210,Children's Services Centres
O'Halloran Hill Kindergarten,O'Halloran Hill,5158,Children's Services Centres
O'Sullivan Beach Children's Centre,O'Sullivan Beach,5166,Children's Centres
Oaklands Estate Kindergarten,Marion,5043,Children's Services Centres
Reynella Kindergarten,Reynella,5161,Children's Services Centres
Seaford K-7 A Birth to Year 7 Campus Preschool,Port Noarlunga South,5167,Children's Services Centres
Seaview Downs Kindergarten,Seaview Downs,5049,Children's Services Centres
Trott Park Kindergarten,Trott Park,5158,Children's Services Centres
Morphett Vale Primary School - Preschool,Morphett Vale,5162,Child Parent Centres
Strathalbyn Kindergarten,Strathalbyn,5255,Children's Services Centres
Woodend Children's Centre,Sheidow Park,5158,Children's Services Centres
Moana Kindergarten,Seaford,5169,Children's Services Centres
Plympton South Kindergarten,South Plympton,5038,Children's Services Centres
Victor Harbor Community Kindergarten,Victor Harbor,5211,Children's Services Centres
Port Elliot Kindergarten,Port Elliot,5212,Children's Services Centres
Warradale Kindergarten,Warradale,5046,Children's Services Centres
Willunga Preschool,Willunga,5172,Children's Services Centres
Goodstart Early Learning - Parafield Gardens,Parafield Gardens,5107,Private CCCs
Goldilocks Child Care Centre,Sturt,5047,Private CCCs
Camden Community Child Care,Camden Park,5038,Community Managed CCCs
Victor Harbor Child Care Centre,Victor Harbor,5211,Community Managed CCCs
Tiny Tots Academy - Morphett Vale,Morphett Vale,5162,Private CCCs
Reynella Community Children's Centre,Reynella,5161,Community Managed CCCs
Goodstart Early Learning - Magill,Magill,5072,Private CCCs
Warradale Community Children's Centre - Warradale,Warradale,5046,Community Managed CCCs
Lady Gowrie Child Centre Inc,Thebarton,5031,Community Managed CCCs
Kerry Street Early Learning Centre,Christies Beach,5165,Private CCCs
Nanna's Child Care Centre - Camille Street,Hallett Cove,5158,Private CCCs
Yankalilla Community Children's Centre CC,Yankalilla,5203,Community Managed CCCs
Aberfoyle Hub Community Children's Centre,Aberfoyle Park,5159,Community Managed CCCs
Noarlunga Comm Children's Centres Inc- Windsong Ct,Morphett Vale,5162,Community Managed CCCs
Goodstart Early Learning - Sheidow Pk Hutt Close,Sheidow Park,5158,Private CCCs
Goolwa Children's Centre Child Care,Goolwa,5214,Children's Centres
Seaford Early Learning Centre 1,Port Noarlunga South,5167,Private CCCs
Goodstart Early Learning - Clapham,Clapham,5062,Private CCCs
Kidz @ Woodcroft Child Care Centre,Woodcroft,5162,Private CCCs
Kindy Patch Reynella,Reynella,5161,Private CCCs
Sturt Child Care Centre,Dover Gardens,5048,Private CCCs
Goodstart Early Learning - Glenelg,Glenelg North,5045,Private CCCs
Goodstart Early Learning - Bedford Park,Bedford Park,5042,Private CCCs
Goodstart Early Learning - Melrose Park,Melrose Park,5039,Private CCCs
Marino Early Learners,Marino,5049,Private CCCs
Noarlunga Community CC - Alexander Kelly Drive,Noarlunga Centre,5168,Community Managed CCCs
Seaford Early Learning Centre 2,Seaford,5169,Out of School Hours Care
Lady Gowrie CCC Underdale Campus,Underdale,5032,Community Managed CCCs
Nanna's Child Care Centre - Babyhouse,Hallett Cove,5158,Private CCCs
Diagonal Road Community Child Care Centre,Sturt,5047,Community Managed CCCs
NACYS Child Care Centre,Davoren Park,5113,Other Community Managed CCCs
Happy Valley Community Children's Centre Inc,Happy Valley,5159,Community Managed CCCs
Scotch College Adelaide Early Learning Centre,Mitcham,5062,Other Private CCCs
Aldinga Community Children's Centre Inc,Aldinga Beach,5173,Community Managed CCCs
Murray Bridge World of Learning,Murray Bridge,5253,Private CCCs
Emu Community Children's Centre Inc,Morphett Vale,5162,Community Managed CCCs
Goodstart Early Learning - Paralowie Yalumba Drive,Paralowie,5108,Private CCCs
Warradale Community Children's Ctr  - Park Holme,Park Holme,5043,Community Managed CCCs
Hallett Cove Community Children's Centre Inc,Hallett Cove,5158,Community Managed CCCs
Community Kids Kadina Early Education Centre,Kadina,5554,Private CCCs
Precious Cargo Montessori CC & ELC Pty Ltd,St Peters,5069,Private CCCs
Laugh n Learn Childcare & Early Learning Pty Ltd,Royal Park,5014,Private CCCs
Goodstart Early Learning - Mount Gambier,Mount Gambier,5290,Private CCCs
Woodcroft Little Learners,Morphett Vale,5162,Private CCCs
Southern Barossa Community Child Care,Lyndoch,5351,Other Private CCCs
Aldinga Kinder Haven,Aldinga,5173,Private CCCs
Precious Cargo - Myrtle Bank,Myrtle Bank,5064,Private CCCs
Early Steps Child Care Centre,Para Vista,5093,Private CCCs
O'Halloran Hill Child Care Pty Ltd,O'Halloran Hill,5158,Private CCCs
Southern Vales Family Day Care Scheme,Noarlunga Centre,5168,Family Day Care Schemes
Southern Districts Family Day Care Scheme,Noarlunga Centre,5168,Family Day Care Schemes
Milang Playcentre,Milang,5256,Playcentres
Myponga Playcentre,Myponga,5202,Playcentres
Langhorne Creek Playcentre,Langhorne Creek,5255,Playcentres
Fleurieu Learning Together @ Home,Victor Harbor,5211,Learning Together @ Home
Emali Early Learning Centre - Broadview,Broadview,5083,Private CCCs
Flinders University Child Care Centre,Bedford Park,5042,Community Managed CCCs
Littlehampton Early Learning Centre,Littlehampton,5250,Private CCCs
il nido Children's Centre Child Care,Paradise,5075,Children's Centres
Greenwith Child Care Centre & Kindergarten,Greenwith,5125,Private CCCs
Waite Campus Children's Centre,Urrbrae,5064,Community Managed CCCs
Inner North Learning Together @ Home,Enfield,5085,Learning Together @ Home
Aldgate - Primary School OSHC,Aldgate,5154,Out of School Hours Care
Crafers - Primary School OSHC,Crafers,5152,Out of School Hours Care
St Catherine's - Mt Lofty Area OSHC,Stirling,5152,Out of School Hours Care
Kesters Road Child Care Centre,Para Hills West,5096,Community Managed CCCs
St Joseph's PS OSHC - Kingswood,Kingswood,5062,Out of School Hours Care
Parkside Community Child Care Centre Inc,Parkside,5063,Community Managed CCCs
Blackwood Primary School OSHC/Vac,Eden Hills,5050,Out of School Hours Care
Cinderella's Babysitting & Domestic Help Services,Athelstone,5076,Baby Sitting Agencies
Surrey Downs Occasional Care,Surrey Downs,5126,Occasional Care in Preschools
St David's Parish School Care,Tea Tree Gully,5091,Out of School Hours Care
Annesley Early Learning Centre,Wayville,5034,Other Private CCCs
Kindy Patch Salisbury North,Salisbury North,5108,Private CCCs
Sturt Street Children's Centre,Adelaide,5000,Children's Centres
Kilparrin Early Learning Centre,Park Holme,5043,Child Parent Centres
Mawson Lakes Preschool,Mawson Lakes,5095,Children's Services Centres
Port Lincoln Children's Centre,Port Lincoln,5606,Integrated Rural Preschools/CCC
Morphett Vale Early Learning Centre,Morphett Vale,5162,Private CCCs
Welly Road Early Learning Centre,Mount Barker,5251,Private CCCs
Stepping Stone Tanunda Childcare & EDC,Tanunda,5352,Private CCCs
Kin Kin Early Education,Murray Bridge,5253,Private CCCs
Quinliven Road Early Learning and Kinder,Aldinga Beach,5173,Private CCCs
Victor Harbor World of Learning,Victor Harbor,5211,Private CCCs
Montessori Kids,Somerton Park,5044,Other Grant Funded Preschools
St Andrew's School Early Learning Centre,Walkerville,5081,Other Private CCCs
Mannum Rural Care,Mannum,5238,Rural Care Programs in Preschools
Crittenden Road Early Learning and Kinder,Smithfield Plains,5114,Private CCCs
Goodstart Early Learning - Salisbury North,Salisbury North,5108,Private CCCs
Burton Road Child Care and Early Learning Centre,Paralowie,5108,Private CCCs
Lucky Stars Early Learning Centre - Elizabeth Park,Elizabeth Park,5113,Private CCCs
Goodstart Early Learning - Seaford Rise,Seaford Rise,5169,Private CCCs
Goodstart Early Learning - Clovelly Park,Clovelly Park,5042,Private CCCs
Kidz Club Child Care Centre,Modbury,5092,Private CCCs
Robe Mobile Child Care Service - Beachport,Beachport,5280,Other Community Managed CCCs
Goodstart Early Learning - Gawler South,Gawler South,5118,Private CCCs
Angle Vale Kindy Care,Angle Vale,5117,Private CCCs
Kapunda Child Care & Early Learning Centre,Kapunda,5373,Private CCCs
Maid For Mum Australia Pty Ltd,Tranmere,5073,Baby Sitting Agencies
Edge Kids Life,Reynella,5161,Private CCCs
Little Toddlers Early Learning Centre,Aberfoyle Park,5159,Private CCCs
St Raphael's Parish School OSHC,Parkside,5063,Out of School Hours Care
Open Arms Community Child Care Centre,Birdwood,5234,Community Managed CCCs
