"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","LGA_2017","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","0","Australia","A","Annual","2005","2005",1277539,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","1","New South Wales","A","Annual","2005","2005",428224,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10050","Albury (C)","A","Annual","2005","2005",3026,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10130","Armidale Regional (A)","A","Annual","2005","2005",1716,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10250","Ballina (A)","A","Annual","2005","2005",2126,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10300","Balranald (A)","A","Annual","2005","2005",182,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10470","Bathurst Regional (A)","A","Annual","2005","2005",2443,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10500","Bayside (A)","A","Annual","2005","2005",8297,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10550","Bega Valley (A)","A","Annual","2005","2005",1677,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10600","Bellingen (A)","A","Annual","2005","2005",645,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10650","Berrigan (A)","A","Annual","2005","2005",472,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10750","Blacktown (C)","A","Annual","2005","2005",22701,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10800","Bland (A)","A","Annual","2005","2005",467,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10850","Blayney (A)","A","Annual","2005","2005",475,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10900","Blue Mountains (C)","A","Annual","2005","2005",4817,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","10950","Bogan (A)","A","Annual","2005","2005",250,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11150","Bourke (A)","A","Annual","2005","2005",310,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11200","Brewarrina (A)","A","Annual","2005","2005",177,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11250","Broken Hill (C)","A","Annual","2005","2005",1241,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11300","Burwood (A)","A","Annual","2005","2005",1486,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11350","Byron (A)","A","Annual","2005","2005",1675,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11400","Cabonne (A)","A","Annual","2005","2005",785,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11450","Camden (A)","A","Annual","2005","2005",4201,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11500","Campbelltown (C) (NSW)","A","Annual","2005","2005",10841,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11520","Canada Bay (A)","A","Annual","2005","2005",4011,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11570","Canterbury-Bankstown (A)","A","Annual","2005","2005",22310,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11600","Carrathool (A)","A","Annual","2005","2005",219,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11650","Central Coast (C) (NSW)","A","Annual","2005","2005",18887,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11700","Central Darling (A)","A","Annual","2005","2005",138,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11720","Cessnock (C)","A","Annual","2005","2005",3185,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11730","Clarence Valley (A)","A","Annual","2005","2005",2789,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11750","Cobar (A)","A","Annual","2005","2005",417,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","11800","Coffs Harbour (C)","A","Annual","2005","2005",3722,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12000","Coolamon (A)","A","Annual","2005","2005",309,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12150","Coonamble (A)","A","Annual","2005","2005",333,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12350","Cowra (A)","A","Annual","2005","2005",826,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12380","Cumberland (A)","A","Annual","2005","2005",13038,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12700","Dungog (A)","A","Annual","2005","2005",466,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12730","Edward River (A)","A","Annual","2005","2005",590,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12750","Eurobodalla (A)","A","Annual","2005","2005",1789,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12850","Fairfield (C)","A","Annual","2005","2005",12319,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12870","Federation (A)","A","Annual","2005","2005",680,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12900","Forbes (A)","A","Annual","2005","2005",640,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12930","Georges River (A)","A","Annual","2005","2005",7709,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","12950","Gilgandra (A)","A","Annual","2005","2005",276,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13010","Glen Innes Severn (A)","A","Annual","2005","2005",573,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13310","Goulburn Mulwaree (A)","A","Annual","2005","2005",1659,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13340","Greater Hume Shire (A)","A","Annual","2005","2005",605,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13450","Griffith (C)","A","Annual","2005","2005",1879,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13510","Gundagai (A)","A","Annual","2005","2005",729,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13550","Gunnedah (A)","A","Annual","2005","2005",775,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13660","Gwydir (A)","A","Annual","2005","2005",335,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13800","Hawkesbury (C)","A","Annual","2005","2005",4529,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13850","Hay (A)","A","Annual","2005","2005",265,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","13910","Hilltops (A)","A","Annual","2005","2005",1247,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14000","Hornsby (A)","A","Annual","2005","2005",8217,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14100","Hunters Hill (A)","A","Annual","2005","2005",752,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14170","Inner West (A)","A","Annual","2005","2005",9890,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14200","Inverell (A)","A","Annual","2005","2005",1051,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14300","Junee (A)","A","Annual","2005","2005",373,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14350","Kempsey (A)","A","Annual","2005","2005",1719,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14400","Kiama (A)","A","Annual","2005","2005",1014,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14500","Ku-ring-gai (A)","A","Annual","2005","2005",5443,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14550","Kyogle (A)","A","Annual","2005","2005",560,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14600","Lachlan (A)","A","Annual","2005","2005",512,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14650","Lake Macquarie (C)","A","Annual","2005","2005",11182,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14700","Lane Cove (A)","A","Annual","2005","2005",1952,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14750","Leeton (A)","A","Annual","2005","2005",877,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14850","Lismore (C)","A","Annual","2005","2005",2678,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14870","Lithgow (C)","A","Annual","2005","2005",1188,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14900","Liverpool (C)","A","Annual","2005","2005",13780,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14920","Liverpool Plains (A)","A","Annual","2005","2005",486,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","14950","Lockhart (A)","A","Annual","2005","2005",233,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15050","Maitland (C)","A","Annual","2005","2005",4641,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15240","Mid-Coast (A)","A","Annual","2005","2005",4372,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15270","Mid-Western Regional (A)","A","Annual","2005","2005",1346,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15300","Moree Plains (A)","A","Annual","2005","2005",1313,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15350","Mosman (A)","A","Annual","2005","2005",1661,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15520","Murray River (A)","A","Annual","2005","2005",660,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15560","Murrumbidgee (A)","A","Annual","2005","2005",311,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15650","Muswellbrook (A)","A","Annual","2005","2005",1252,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15700","Nambucca (A)","A","Annual","2005","2005",1000,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15750","Narrabri (A)","A","Annual","2005","2005",1003,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15800","Narrandera (A)","A","Annual","2005","2005",393,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15850","Narromine (A)","A","Annual","2005","2005",549,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15900","Newcastle (C)","A","Annual","2005","2005",8494,,
"ERP","Estimated Resident Population","3","Persons","A04","0 - 4","15950","North Sydney (A)","A","Annual","2005","2005",2619,,
